,course_id,dept,course_num,title
505,1445,NEHC,20832,Late Ottoman History 1.
506,2261,ENSC,21100,"Energy: Science, Technology, and Human Usage."
507,1872,SOCI,20233,Race in Contemporary American Society.
508,18,ANTH,21305,Explorations in Oral Narrative (The  Folktale)
509,1582,PSYC,23860,Beyond Good and Evil: The Psychology of Morality.
510,1595,PSYC,29700,Undergraduate Research in Psychology.
511,796,GNSE,22904,Theories of Sexual Violence in American Culture.
512,748,SOSC,25502,Human Development and Learning.
513,1493,PHIL,21600,Introduction to Political Philosophy.
514,65,ANTH,25305,Anthropology of Food and Cuisine.
515,163,PHSC,12610,Black Holes.
516,1382,ARAB,20588,Media Arabic.
517,451,GREK,21300,Tragedy.
518,125,ARTH,18305,New Art in Chicago Museums and Other Spaces.
519,807,GEOG,20100,Cultural Geography.
520,2002,TAPS,23000,Introduction to Directing.
521,1968,STAT,20000,Elementary Statistics.
522,2234,BIOS,02280,Drinking Alcohol: Social Problem or Normal Cultural Practice?
523,2297,PHYS,12300,General Physics III.
524,1454,NELG,20901,Advanced Seminar: Comparative Semitic Linguistics.
525,2290,PHSC,13500,Chemistry and the Atmosphere.
526,2169,BIOS,23100,Dinosaur Science.
527,1209,MOGK,20300,Intermediate Modern Greek III.
528,2233,BIOS,29812,Global Health Sciences III: Topics in Global Health.
529,775,FNDL,25105,Readings in Ibn Tufayl’s Hayy b. Yaqzan.
530,484,CCTS,21000,Medical Sociology.
531,143,ARTH,27201,Visual and Material Culture of Modern Shanghai.
532,258,CHEM,30400,Organometallic Chemistry.
533,471,LATN,20200,Intermediate Latin II: Aeneid.
534,1833,SOSC,23700,Introduction to the Civilizations of East Asia III.
535,1859,SOCI,20116,Global-Local Politics.
536,2223,BIOS,26120,An Introduction to Bioinformatics and Proteomics.
537,768,FNDL,21403,Shakespeare I: Histories and Comedies.
538,2143,BIOS,21229,Genome Informatics: How Cells Reorganize Genomes.
539,602,BIOS,26211,Mathematical Methods for Biological Sciences II.
540,921,HIST,15704,"Semitic Languages, Cultures, and Civilizations III."
541,798,GNSE,23100,Foucault and The History of Sexuality.
542,311,CMST,23202,Rome in Film and Literature.
543,1589,PSYC,25700,The Psychology of Negotiation.
544,83,ANTH,27300,Language Voice and Gender.
545,2241,BIOS,29294,Introduction to Global Health.
546,1447,NEHC,26016,The Medieval Persian Romance: Gorgani's Vis and Ramin.
547,888,NORW,29700,Reading and Research Course in Norwegian.
548,1963,URDU,10200,First-Year Urdu II.
549,1912,PALI,10200,First-Year Pali II.
550,1901,MALA,10300,First-Year Malayalam III.
551,1577,PSYC,22750,Developmental Psychopathology.
552,2141,BIOS,21208,Fundamentals of Molecular Biology.
553,721,EALC,24340,The Merchant in Chinese Culture.
554,908,HIST,12700,Music in Western Civilization I: To 1750.
555,249,CHEM,26100,Quantum Mechanics.
556,385,NEHC,20001,Ancient Near Eastern History and Society I: Egypt.
557,607,CMSC,11000,Multimedia Programming as an Interdisciplinary Art I.
558,1440,NEHC,20504,Introduction to the Hebrew Bible.
559,135,ARTH,25202,Visual Encounters in the Global Renaissance.
560,88,ANTH,28010,Introduction to Biological Anthropology.
561,300,PBPL,28501,Process and Policy in State and City Government.
562,473,LATN,21100,Roman Elegy.
563,438,CLCV,29700,Reading Course.
564,1743,BCSN,20203,Second-Year Bosnian/Croatian/Serbian II.
565,885,NORW,10300,First-Year Norwegian III.
566,423,CLCV,24508,Economy and Society in Ancient Greece and Rome.
567,1307,MENG,26030,Introduction to Engineering Analysis.
568,2070,ARTV,26500,History of International Cinema I: Silent Era.
569,1218,MATH,13100,Elementary Functions and Calculus I.
570,1027,HIPS,23500,Comparative Primate Morphology.
571,676,CHIN,20900,Elementary Literary Chinese II.
572,178,BPRO,22200,"Boundaries, Modules, and Levels."
573,2020,TAPS,28401,History and Theory of Drama II.
574,2244,BIOS,29318,Principles of Epidemiology.
575,86,ANTH,27605,"Language, Culture, and Thought."
576,986,HIST,27900,Asian Wars of the Twentieth Century.
577,1449,NEHC,29500,Introduction to the History and Culture of Armenia.
578,1456,PERS,10102,Elementary Persian II.
579,1656,FREN,21503,Approches à l’analyse littéraire.
580,1139,LLSO,23915,Plato's Republic.
581,815,GEOG,26800,Geography Issues in Housing and Community Development.
582,216,BPRO,26750,Anxiety.
583,1780,RUSS,20902,Third-Year Russian through Culture III.
584,1250,MATH,25800,Honors Basic Algebra II.
585,685,JAPN,20100,Intermediate Modern Japanese I.
586,2199,BIOS,24239,Cellular Mechanisms of Learning.
587,2299,PHYS,13200,Electricity and Magnetism.
588,2074,ARTV,28704,Reading Madness.
589,7,ANTH,20702,Introduction to African Civilization II.
590,1820,SOSC,14300,Mind III.
591,177,BPRO,21500,What Is Civic Knowledge?
592,1987,STAT,28000,Optimization.
593,692,JAPN,20600,Fourth-Year Modern Japanese II.
594,937,HIST,18600,United States Labor History.
595,1925,SALC,20510,Indian Art Cinema.
596,1324,MUSI,15100,Harmony and Voice Leading.
597,1741,BCSN,20103,Second-Year Bosnian/Croatian/Serbian I.
598,2111,BIOS,14112,Workings of the Human Brain:  From Brain to Behavior.
599,2066,ARTV,24550,Shopcraft: Methods and Materials.
600,1791,REES,23141,Avant-Garde in East Central Europe.
601,944,HIST,21006,The Present Past in Greece since 1769.
602,2312,PHYS,22500,Intermediate Electricity and Magnetism I.
603,1526,PLSC,21410,"Advanced Theories of Sex/Gender: Ideology, Culture, and Sexuality."
604,340,CMST,28601,"History of International Film, Part III: 1960 to Present."
605,170,PHYS,29200,Bachelor's Thesis.
606,327,CMST,26810,Agnes Varda.
607,825,GEOG,29800,Senior Seminar.
608,2105,BIOS,13125,Ecology and the Environment.
609,384,MUSI,12200,Music in Western Civilization II: 1750 to the Present.
610,942,HIST,20403,Greek Comedy: Aristophanes.
611,635,CMSC,23700,Introduction to Computer Graphics.
612,1111,HMRT,28310,Vulnerability and Human Rights.
613,561,CRES,25405,Child Poverty and Chicago Schools.
614,411,CLCV,21812,Greek Art and Archaeology I: From the Bronze Age to the Persian Wars.
615,376,HIST,14000,Introduction to Russian Civilization II.
616,1008,HIST,29700,Readings in History.
617,89,ANTH,28100,Evolution of the Hominoidea.
618,185,BPRO,23220,The Politics and Psychology of Language.
619,1666,FREN,26410,What Is a Novel?
620,653,CMSC,29900,Bachelor's Thesis.
621,1657,FREN,21704,Introduction à la littérature française du XXe siècle.
622,716,EALC,23001,Censorship in East Asia:  The Case of Colonial Korea.
623,1742,BCSN,20200,Second-Year Bosnian/Croatian/Serbian II.
624,353,EALC,10900,Introduction to the Civilizations of East Asia II.
625,435,CLCV,27506,Archaic Greece.
626,906,HIST,10900,Introduction to the Civilizations of South Asia II.
627,1174,ASLG,10300,American Sign Language III.
628,1674,SOSC,27601,Civilisation Européenne II.
629,1442,NEHC,20568,Balkan Folklore.
630,1914,PALI,20100,Second-Year Pali I.
631,38,ANTH,22720,Paperwork.
632,373,HIST,13600,America in World Civilization II.
633,1444,NEHC,20766,Shamans and Oral Poets of Central Asia.
634,1363,MUSI,29900,Senior Essay or Composition.
635,543,CMLT,27402,Contemporary Chinese Writers and the Literary Field.
636,1503,PHIL,24800,Foucault and The History of Sexuality.
637,689,JAPN,20402,Advanced Modern Japanese II.
638,513,CHDV,27902,Beginning Modern Spoken Yucatec Maya II.
639,2054,ARTV,23804,Experimental Animation.
640,1957,TBTN,10200,First-Year Tibetan II.
641,281,CHEM,37100,Advanced Spectroscopies.
642,1632,RLST,28320,Introduction to the Study of Iconography.
643,2129,BIOS,20190,Principles of Developmental Biology.
644,1156,LLSO,26500,"History of Mexico, 1876 to Present."
645,1345,MUSI,25200,Analysis of Nineteenth-Century Music.
646,476,LATN,21700,Post-Virgilian Epic.
647,1920,SANS,20100,Second-Year Sanskrit I.
648,1770,POLI,24300,Polish Through Literary Readings III.
649,517,CHDV,29700,Undergraduate Reading and Research.
650,299,PBPL,25405,Child Poverty and Chicago Schools.
651,1764,POLI,20303,Second-Year Polish III.
652,348,CMST,29900,BA Research Paper.
653,1521,PLSC,21006,Political Economy of Inequality.
654,1758,POLI,10303,First-Year Polish III.
655,578,CRES,27303,Topics in US-Mexico Borderlands History.
656,1630,RLST,28011,Religions of the African Diaspora.
657,1,ANTH,20002,"Discovering Anthropology: Culture, Technology, Mediation."
658,1207,MOGK,20100,Intermediate Modern Greek I.
659,268,CHEM,32900,Polymer Chemistry.
660,1875,SOCI,20243,Political Theory I.
661,1237,MATH,20700,Honors Analysis in Rn I.
662,119,ARTH,17507,Sculpture: From Literal Object to Artificial Life.
663,1781,RUSS,21002,Fourth-Year Russian through Short Story I.
664,914,HIST,15200,Introduction to the Civilizations of East Asia II.
665,585,CRES,34501,Anthropology of Museums I.
666,1885,SOCI,29998,Sociology BA Thesis Seminar.
667,1022,HIPS,22300,Philosophy of Social Science.
668,1222,MATH,15200,Calculus II.
669,45,ANTH,23620,Medicine and Anthropology.
670,1180,BASQ,12200,Elementary Basque III.
671,1031,HIPS,24000,Evolution of the Hominoidea.
672,562,CRES,27502,Africans in the Early Americas.
673,1896,HIND,20100,Second-Year Hindi I.
674,305,CMST,10100,Introduction to Film Analysis.
675,1956,TBTN,10100,First-Year Tibetan I.
676,369,HIST,13100,History of Western Civilization I.
677,2289,PHSC,13400,Global Warming: Understanding the Forecast.
678,1695,PORT,10100,Beginning Elementary Portuguese I.
679,1788,RUSS,25200,Introduction to Russian Civilization II.
680,647,CMSC,27700,Mathematical Logic I.
681,586,CRES,34502,Anthropology of Museums II.
682,1806,REES,29018,Imaginary Worlds: The Fantastic and Magic Realism in Russia and Southeastern Europe.
683,663,CHIN,20401,Advanced Modern Chinese I.
684,446,GREK,20100,Intermediate Greek I: Plato.
685,1907,MARA,10300,First-Year Marathi III.
686,150,ARTH,29700,Reading Course.
687,1716,SPAN,20400,Composición y conversación avanzada I.
688,158,ASTR,24200,The Physics of Galaxies and the Universe.
689,164,PHSC,12620,The Big Bang.
690,1883,SOCI,28070,Gender and Development.
691,839,GEOS,22060,What Makes a Planet Habitable?
692,1984,STAT,27400,Nonparametric Inference.
693,2279,PHSC,10800,Earth as a Planet:  Exploring Our Place in the Universe.
694,1531,PLSC,22510,Law and Society.
695,167,PHSC,12720,Exoplanets.
696,1978,STAT,24410,Statistical Theory and Methods Ia.
697,2188,BIOS,23409,The Ecology and Evolution of Infectious Diseases.
698,166,PHSC,12710,Galaxies.
699,547,CMLT,28815,Literature as Trial.
700,2017,TAPS,28000,Scenic Design.
701,152,ARTH,29900,Preparation for the Senior Paper.
702,1384,ARAM,10401,Elementary Syriac I.
703,1310,MENG,26201,Thermodynamics and Statistical Mechanics I.
704,1400,EGPT,20110,Introduction to Old Egyptian.
705,1719,SPAN,20602,Discurso académico para hablantes nativos.
706,1854,SOCI,20103,Social Stratification.
707,590,CRES,20207,"Race, Ethnicity, and Human Development."
708,1827,SOSC,21200,Music in Western Civilization II: 1750 to the Present.
709,1406,HEBR,10103,Elementary Classical Hebrew III.
710,548,CMLT,28900,Health Care and the Limits of State Action.
711,631,CMSC,23310,Advanced Distributed Systems.
712,420,CLCV,24113,The Archaeology of Death in Ancient Rome.
713,1152,LLSO,25902,Contemporary African American Politics.
714,1556,PLSC,28615,Politics and Human Nature.
715,1416,HEBR,20501,Intermediate Modern Hebrew I.
716,1539,PLSC,25402,Fragmented Politics and Global Markets.
717,714,EALC,22028,"“Otherworldly Literature”: Ghosts, Afterlives, and the Superna."
718,2181,BIOS,23281,Evolutionary Aspects of Gene Regulation.
719,2278,PHSC,10100,Origin and Evolution of the Solar System and the Earth.
720,2220,BIOS,25310,Pharmacogenomics:  Discovery and Implementation.
721,141,ARTH,26600,Early 20th-Century Urban Visions.
722,1421,KAZK,10103,Elementary Kazakh III.
723,1144,LLSO,27725,Machiavelli's Florentine Histories.
724,1262,MATH,27800,Mathematical Logic II.
725,930,HIST,17502,"Science, Culture, and Society in Western Civilization IV: Modern Science."
726,1036,HIPS,25107,Sciences of Mind and the Moving Image.
727,1485,PHIL,21000,Introduction to Ethics.
728,528,CMLT,22400,History of International Cinema I: Silent Era.
729,623,CMSC,22311,Functional Systems in Haskell.
730,612,CMSC,12300,Computer Science with Applications III.
731,431,CLCV,25800,Ancient Empires II: The Ottoman Empire.
732,1738,BCSN,10300,First-Year Bosnian/Croatian/Serbian III.
733,1856,SOCI,20106,Political Sociology.
734,448,GREK,20300,Intermediate Greek III: Homer.
735,587,CRES,10200,Introduction to World Music.
736,2069,ARTV,26202,"Site, Strategies, Preoccupations, and Something Like Art."
737,1179,BASQ,12100,Elementary Basque II.
738,894,YDDH,25116,Yiddish Literature Between the World Wars.
739,2056,ARTV,23900,Drawing.
740,20,ANTH,21401,Logic and Practice of Archaeology.
741,1480,PHIL,20120,"Wittgenstein’s ""Philosophical Investigations"""
742,877,GRMN,24416,Biocentrism: The Concept of Life in German Literature and Art around 1900.
743,718,EALC,24305,"Autobiographical Writings, Gender, and Modern Korea."
744,2082,BIOS,10451,Pharmacological Perspectives II.
745,121,ARTH,17611,Envisioning the Colonial Metropolis.
746,1906,MARA,10200,First-Year Marathi II.
747,1753,POLI,10100,First-Year Polish I.
748,830,GEOS,13900,Biological Evolution.
749,2183,BIOS,23289,Marine Ecology.
750,740,EALC,27420,Divinity and Femininity: Women's Religious Lives in Pre-modern China.
751,257,CHEM,30200,Synthesis and Physical Methods in Inorganic Chemistry.
752,339,CMST,28600,History of International Cinema II: Sound Era to 1960.
753,794,GNSE,21400,Advanced Theories of Sex/Gender.
754,876,GRMN,24216,"Writing the Jewish Body: Health, Disease, Literature."
755,2184,BIOS,23299,Plant Development and Molecular Genetics.
756,261,CHEM,30900,Bioinorganic Chemistry.
757,1982,STAT,26100,Time Dependent Data.
758,750,ECON,26700,Economics of Education.
759,1723,SPAN,21703,Introducción a las literaturas hispánicas: textos españoles clásicos.
760,579,CRES,27504,"Reading the Border: Gender, Texts, and Performance."
761,2100,BIOS,13107,Environmental Ecology.
762,2243,BIOS,29313,Medical Ethics: Who Decides and on What Basis?
763,429,CLCV,25606,Lucretius and Marx.
764,1082,HUMA,17000,Language and the Human I.
765,1691,ITAL,26500,Renaissance Demonology.
766,1628,RLST,27604,Religion and Gender.
767,783,FNDL,25401,Confucius and Laozi.
768,1005,HIST,29660,History Colloquium: The American South since 1865.
769,1281,HCHR,30200,History Christian Thought II.
770,1724,SPAN,21803,Introducción a las literaturas hispánicas: textos españoles contemporáneos.
771,811,GEOG,25300,Seminar: Problems in the Human Geography of the Middle East.
772,1673,SOSC,27501,Civilisation Européenne I.
773,50,ANTH,24002,Colonizations II.
774,77,ANTH,26715,The Rise of the State in the Near East.
775,848,GEOS,24240,Geophysical Fluid Dynamics: Rotation and Stratification.
776,1876,SOCI,20244,Political Theory II.
777,1966,URDU,20200,Second-Year Urdu II.
778,1397,EGPT,10202,Coptic Texts.
779,1837,SOSC,24001,Colonizations I.
780,5,ANTH,20535,The Social Life of Clean Energy.
781,63,ANTH,25200,Approaches to Gender in Anthropology.
782,2255,BIOS,00292,Interdisciplinary Research Seminar III.
783,1268,ARTH,14215,Roman Art II: Late Antique and Early Christian Art and Architecture.
784,1830,SOSC,23100,Introduction to the Civilizations of South Asia II.
785,1277,FNDL,21103,"Marsilio Ficino's ""On Love"""
786,1232,MATH,20000,Mathematical Methods for Physical Sciences I.
787,858,GEOS,28300,Principles of Stratigraphy.
788,1488,PHIL,21301,Moral Theory.
789,997,HIST,29514,Rise of the Modern Corporation.
790,1104,HMRT,24501,Human Rights in Mexico.
791,605,CMSC,10500,Fundamentals of Computer Programming I.
792,1086,HUMA,02980,Practicum.
793,1759,POLI,20100,Second-Year Polish I.
794,1649,FREN,10300,Beginning Elementary French III.
795,560,CRES,24601,Martin and Malcolm: Life and Belief.
796,1853,SOCI,20102,Social Change.
797,69,ANTH,25500,Cultural Politics of Contemporary India.
798,724,EALC,24610,A History of Japanese Visual Culture.
799,493,CHDV,20100,Human Development Research Designs in Social Sciences.
800,2165,BIOS,22249,Principles of Toxicology.
801,720,EALC,24330,Short Stories from a Late Ming Collection.
802,1658,FREN,21810,Introduction à la littérature française du XVIIIe siècle.
803,2271,ENSC,24500,Environmental Microbiology.
804,642,CMSC,27100,Discrete Mathematics.
805,1194,LING,24960,Creole Genesis and Genetic Linguistics.
806,1981,STAT,25300,Introduction to Probability Models.
807,730,EALC,25600,Gender and Modernity in Colonial Korea.
808,1025,HIPS,22700,Philosophical Problems in the Biological Sciences.
809,2240,BIOS,29280,Developmental Psychopathology.
810,1138,LLSO,23501,History of Information.
811,936,HIST,18303,Colonizations III.
812,2150,BIOS,21349,Protein Structure and Functions in Medicine.
813,2004,TAPS,23600,Improv and Sketch.
814,41,ANTH,23101,Introduction to Latin American Civilization I.
815,563,CRES,27705,"Introduction to Black Chicago, 1893 to 2010."
816,698,KORE,10300,Introduction to the Korean Language III.
817,1544,PLSC,26100,To Hell with the Enlightenment.
818,351,CRES,24003,Colonizations III.
819,477,LATN,21800,Roman Historian.
820,1390,ARME,20101,Intermediate Modern Armenian I.
821,1774,RUSS,10300,First-Year Russian III.
822,2048,ARTV,22002,Introduction to Painting II.
823,1557,PLSC,28701,Introduction to Political Theory.
824,927,HIST,17400,"Science, Culture, and Society in Western Civilization II."
825,1403,GEEZ,10103,Readings: Classical Ethiopic.
826,1292,NEHC,20413,Medieval Jewish History III.
827,1650,FREN,20100,"Language, History, and Culture I."
828,1693,ITAL,29700,Readings in Special Topics.
829,95,ANTH,28510,Anthropology of Space/Place/Landscape.
830,1084,HUMA,17200,Language and the Human III.
831,372,HIST,13500,America in World Civilization I.
832,1308,MENG,26101,Transport Phenomena I: Forces and Flows.
833,2126,BIOS,20187,Fundamentals of Genetics.
834,66,ANTH,25310,Drinking Alcohol: Social Problem or Normal Cultural Practice?
835,940,HIST,20005,Colonial African History.
836,1062,HUMA,11100,Readings in World Literature II.
837,1825,SOSC,20200,Survey Research Overview.
838,2225,BIOS,27711,Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems – Marine Biological Laboratory.
839,54,ANTH,24315,"Culture, Mental Health, and Psychiatry."
840,1309,MENG,26102,Transport Phenomena II.
841,837,GEOS,22040,Formation of Planetary Systems in Our Galaxy: From Dust to Planetesimals.
842,2014,TAPS,27550,Costume Design and Technology for the Stage.
843,393,NEHC,20013,Ancient Empires III: The Egyptian Empire of the New Kingdom.
844,1217,MATH,11300,Studies in Mathematics II.
845,1860,SOCI,20118,Survey Research Overview.
846,2033,TAPS,28900,Advanced Study: Costume Design.
847,1814,SOSC,12300,"Self, Culture, and Society III."
848,805,GNSE,50101,Law-Philosophy Workshop.
849,1331,MUSI,23104,Jazz.
850,802,GNSE,27702,Gender in the Balkans through Literature and Film.
851,111,ARTH,15805,The Art of Native North America.
852,1055,HIPS,29614,"Tutorial: Heuristics, Biases, and Ideology."
853,487,CCTS,31300,Infectious Disease Epidemiology; Networks and Modeling.
854,670,CHIN,20509,Readings in Literary Chinese II.
855,2186,BIOS,23404,Reconstructing the Tree of Life: An Introduction to Phylogenetics.
856,2108,BIOS,13131,Chicago's Natural History: Where Is it? What Is It? and There It Goes!
857,1794,REES,25601,Russian Media Culture.
858,196,BPRO,24300,Globalization and Neo-Liberalism.
859,1004,HIST,29659,History Colloquium: History of Asians in America.
860,1605,RLST,20408,The Bible and Archaeology.
861,1489,PHIL,21400,Happiness.
862,1418,HEBR,20503,Intermediate Modern Hebrew III.
863,953,HIST,23216,"Mass Culture, Counterculture, & Avant-garde in Postwar Europe."
864,1069,HUMA,12200,Greek Thought and Literature III.
865,316,CMST,24107,Hindi Cinema: from Bombay to Bollywood.
866,1636,RLST,29800,BA Paper Seminar.
867,726,EALC,24626,"Japanese Cultures of the Cold War:  Literature, Film, Music."
868,700,KORE,20200,Intermediate Korean II.
869,1985,STAT,27725,Machine Learning.
870,2214,BIOS,25258,Immunopathology.
871,1709,SPAN,10100,Beginning Elementary Spanish I.
872,2037,TAPS,29300,Advanced Study: General.
873,963,HIST,24500,Reading Qing Documents.
874,527,CMLT,21703,The Politics of Hybridity.
875,394,NEHC,20416,"Semitic Languages, Cultures, and Civilizations I."
876,2190,BIOS,23412,Morphology in Time and Space.
877,1295,SLAV,22000,Old Church Slavonic.
878,727,EALC,24708,Frontiers and Expansion in Modern China.
879,1703,PORT,21500,Curso de Aperfeiçoamento.
880,778,FNDL,27725,Machiavelli's Florentine Histories.
881,1937,SALC,29300,"South Asian Aesthetics: Rasa to Rap, Kamasutra to Kant."
882,651,CMSC,28501,Topics in Scientific Computing.
883,1212,SWAH,25400,Swahili III.
884,1129,LACS,24514,Intermediate Haitian Kreyol III.
885,1697,PORT,10300,Beginning Elementary Portuguese III.
886,1339,MUSI,23716,Music of the Latin American Outlaws.
887,1891,BANG,20200,Second-Year Bangla (Bengali) II.
888,1045,HIPS,25902,A History of Cell and Molecular Biology.
889,243,CHEM,22200,Organic Chemistry III.
890,0,ANTH,20001,Discovering Anthropology: Varieties of National Experience.
891,599,BIOS,24232,Computational Approaches to Cognitive Neuroscience.
892,1315,MENG,29500,Engineering Design.
893,1260,MATH,27500,Basic Theory of Partial Differential Equations.
894,491,CHDV,14510,Gender and Development.
895,795,GNSE,21500,Darwinian Health.
896,1529,PLSC,22201,Political Economy of Corruption.
897,565,CRES,10900,Introduction to the Civilizations of East Asia II.
898,1170,LLSO,28902,"Chicago Social Movements, 1954 to 2014."
899,2005,TAPS,23700,Playwriting: Creating Natural Dialogue for the Stage.
900,2136,BIOS,20236,Biological Dynamics.
901,1648,FREN,10200,Beginning Elementary French II.
902,1379,ARAB,20102,Intermediate Arabic II.
903,1316,MENG,29501,Undergraduate Research Colloquium.
904,620,CMSC,22100,Programming Languages.
905,180,BPRO,22400,The Ugly American Comes Home.
906,1261,MATH,27700,Mathematical Logic I.
907,1303,MENG,24300,Selected Topics in Molecular Engineering:  The Engineering and Biology of Tissue Repair.
908,149,ARTH,29600,Junior Seminar: Doing Art History.
909,834,GEOS,21200,Physics of the Earth.
910,970,HIST,25300,"American Revolution, 1763 to 1789."
911,2320,PHYS,26000,Fluid Dynamics.
912,1183,LING,20001,Introduction to Linguistics.
913,2106,BIOS,13126,Tropical Ecology: Biodiversity and Human Impacts.
914,2242,BIOS,29300,Biological Psychology.
915,449,GREK,21100,Elegiac Poetry.
916,831,GEOS,21000,Introduction to Mineralogy.
917,1928,SALC,20900,Cultural Politics of Contemporary India.
918,277,CHEM,36400,Advanced Statistical Mechanics.
919,1936,SALC,28403,Painting in South Asia.
920,1098,HMRT,20201,Human Rights II in Vienna: History and Theory.
921,995,HIST,29314,"History of Skepticism, Pre-socratic Greece to Enlightenment."
922,1205,MOGK,10200,Accelerated Elementary Modern Greek II.
923,2180,BIOS,23266,Evolutionary Adaptation.
924,1588,PSYC,25460,The Body in the Mind.
925,1533,PLSC,22600,Introduction to Political Philosophy.
926,1338,MUSI,23700,Music of South Asia.
927,520,CMLT,20222,"Writing the Jewish Body: Health, Disease, Literature."
928,1565,PLSC,29800,BA Colloquium.
929,1822,SOSC,15200,Classics of Social and Political Thought II.
930,1516,PLSC,20801,Machiavelli's Literary Works.
931,1810,SOSC,11200,"Power, Identity, and Resistance II."
932,424,CLCV,24515,Money and the Ancient Greek World.
933,282,CHEM,37200,Statistical Mechanics of Polymers/Glasses.
934,619,CMSC,22010,Digital Fabrication.
935,2003,TAPS,23100,Advanced Directing.
936,555,CRES,20702,Introduction to African Civilization II.
937,1177,ASLG,10600,Intermediate American Sign Language III.
938,1579,PSYC,23000,Cultural Psychology.
939,787,FNDL,28202,Introduction to the New Testament:  Texts and Contexts.
940,2167,BIOS,22260,Vertebrate Structure and Function.
941,1389,ARME,10103,Elementary Modern Armenian III.
942,1073,HUMA,13500,Introduction to the Humanities I.
943,1419,KAZK,10101,Elementary Kazakh I.
944,900,GLST,27702,About Nature: From Science to Sense.
945,320,CMST,24611,Cities in Sinophone Cinemas.
946,131,ARTH,23801,Soundscapes of the Early Modern City.
947,980,HIST,26500,"History of Mexico, 1876 to Present."
948,490,CHDV,11001,Problems Gen/Sex: Love and Borders: Theoretical and Ethnographic Perspectives.
949,1667,FREN,26610,La Poésie lyrique du 19ème siècle.
950,1181,BASQ,22000,Intermediate Basque.
951,330,CMST,27240,Contemporary Film Theory I: Ideology and Critique.
952,1519,PLSC,20916,Individualism and Its Liquidation.
953,2001,TAPS,22800,Introduction to Performance Theory.
954,1364,AKKD,10101,Elementary Akkadian I.
955,2139,BIOS,21206,Human Evolution and Disease.
956,648,CMSC,27800,Mathematical Logic II.
957,1168,LLSO,28613,Politics and Human Nature.
958,626,CMSC,22630,Advanced Implementation of Computer Languages.
959,1680,ITAL,10300,Beginning Elementary Italian III.
960,2085,BIOS,10602,Multiscale Modeling of Biological Systems I.
961,679,CHIN,21200,Accelerated Modern Chinese for Bilingual Speakers II.
962,529,CMLT,22500,History of International Cinema II: Sound Era to 1960.
963,1280,FREN,26700,Jeanne d'Arc: historie et legende. Cours introductorie.
964,2046,ARTV,21902,Color: Theory and Experience.
965,2115,BIOS,15119,Immunology: Light and Tasty.
966,1125,LACS,22502,Elementary Haitian Kreyol II.
967,1779,RUSS,20802,Third-Year Russian through Culture II.
968,2090,BIOS,11125,Life through a Genomic Lens.
969,1230,MATH,19520,Mathematical Methods for Social Sciences.
970,883,NORW,10100,First-Year Norwegian I.
971,2142,BIOS,21216,Intro Statistical Genetics.
972,2215,BIOS,25260,Host Pathogen Interactions.
973,844,GEOS,23805,Stable Isotope Biogeochemistry.
974,2000,TAPS,22100,Solo Performance.
975,2062,ARTV,24301,Writing for Performance.
976,715,EALC,22101,Music and the Everday in Modern Japan.
977,977,HIST,26216,Slavery and Freedom in South America.
978,1434,NEAA,29700,Reading and Research Course: Near Eastern Art and Archaeology.
979,291,ENGL,25952,Reading the Suburbs.
980,1219,MATH,13200,Elementary Functions and Calculus II.
981,874,GRMN,21403,Philosophie.
982,202,BPRO,24900,Biology and Sociology of AIDS.
983,1039,HIPS,25208,Motion Pictures in the Human Sciences.
984,1700,PORT,13200,Accelerated Portuguese for Speakers of Romance Languages II.
985,383,MUSI,12100,Music in Western Civilization I: To 1750.
986,1120,INST,29700,Reading and Research.
987,731,EALC,25707,Art and Death in Pre-Modern China.
988,1202,LING,29700,Reading and Research Course.
989,712,EALC,19000,Early Modern Japanese History.
990,32,ANTH,22530,Ethnographic Film.
991,465,LATN,10200,Introduction to Classical Latin II.
992,44,ANTH,23600,Medicine and Society in Twentieth-Century China.
993,1017,HIPS,21100,Celebrity and Science in  Paleoanthropology.
994,224,BPRO,29100,What Do the Genomes Teach Us about Evolution?
995,1772,RUSS,10100,First-Year Russian I.
996,732,EALC,25811,Foundations of Chinese Buddhism.
997,2040,ARTV,10100,Visual Language: On Images.
998,1730,SPAN,25215,Góngora y sor Juana: el Barroco y la poética de la oscuridad.
999,583,CRES,27501,Urban Indians: Native Americans and the City.
1000,1900,MALA,10200,First-Year Malayalam II.
1001,2287,PHSC,12400,The Chemistry of Big Problems.
1002,509,CHDV,25900,Developmental Psychology.
1003,1902,MALA,20100,Second-Year Malayalam I.
1004,2293,PHSC,18200,The Origin and Evolution of the Universe.
1005,374,HIST,13700,America in World Civilization III.
1006,861,GEOS,29005,Field Course in Environmental Science.
1007,142,ARTH,26902,Prints and Privacy.
1008,2208,BIOS,25206,Fundamentals of Bacterial Physiology.
1009,842,GEOS,23400,Global Warming: Understanding the Forecast.
1010,1499,PHIL,23205,Introduction to Phenomenology.
1011,1283,HIST,21702,"Byzantine Empire, 610-1025."
1012,1865,SOCI,20140,Qualitative Field Methods.
1013,736,EALC,26510,The Chinese Classics.
1014,610,CMSC,12100,Computer Science with Applications I.
1015,1070,HUMA,12300,Human Being and Citizen I.
1016,737,EALC,26650,China's Classic of Documents.
1017,481,LATN,22300,Roman Oratory.
