,section_id,course_id,section_num,meeting_pattern_id,building_code,enrollment
657,sec_722,3012,01,mp26,GC,20
658,sec_723,370,01,mp6,C,30
659,sec_724,3770,01,mp158,PSY,10
660,sec_725,2696,01,mp35,C,12
661,sec_726,3079,01,mp7,CL,20
662,sec_728,807,01,mp35,P,35
663,sec_729,1217,40,mp13,E,24
664,sec_730,2541,01,mp43,WB,15
665,sec_731,1819,04,mp119,K,19
666,sec_732,655,05,mp107,CL,18
667,sec_733,3436,01,mp159,LBQ,5
668,sec_734,1119,01,mp12,W,15
669,sec_735,530,01,mp11,C,30
670,sec_736,2322,01,mp8,KPTC,49
671,sec_737,1864,01,mp24,SS,15
672,sec_738,3467,01,mp13,BSLC,30
673,sec_739,3057,01,mp8,C,30
674,sec_740,3006,01,mp160,HM,-1
675,sec_741,3177,01,mp17,LC,-1
676,sec_742,1010,04,mp77,G,12
677,sec_744,2601,00,mp30,STU,60
678,sec_745,3633,01,mp54,F,30
679,sec_746,2477,01,mp7,BSLC,25
680,sec_747,2080,08,mp25,BSLC,48
681,sec_749,2417,01,mp8,WB,20
682,sec_750,2658,01,mp49,HC,65
683,sec_751,2130,00,mp20,BSLC,45
684,sec_753,2440,01,mp3,SSA,-1
685,sec_754,2043,01,mp161,LC,15
686,sec_755,1010,02,mp77,SS,12
687,sec_756,3591,01,mp73,LC,15
688,sec_758,3522,01,mp111,HM,75
689,sec_759,1414,01,mp151,OR,20
690,sec_760,2765,01,mp162,LBQ,20
691,sec_761,2439,31,mp94,,2
692,sec_762,3746,01,mp12,CL,20
693,sec_763,2835,01,mp103,HC,70
694,sec_764,3142,01,mp52,LBQ,53
695,sec_765,617,01,mp68,HM,60
696,sec_766,3725,01,mp163,S,40
697,sec_767,2567,01,mp8,SHFE,30
698,sec_768,246,00,mp7,K,174
699,sec_769,2810,01,mp1,P,-1
700,sec_770,2792,01,mp35,F,18
701,sec_772,2897,01,mp140,MS,80
702,sec_773,1062,03,mp8,WB,-1
703,sec_774,2929,85,mp95,GC,65
704,sec_775,1077,14,mp35,C,-1
705,sec_776,3721,85,mp164,GC,65
706,sec_777,1651,01,mp6,C,18
707,sec_778,3145,01,mp13,C,20
708,sec_779,1535,01,mp8,STU,75
709,sec_780,2935,81,mp26,GC,55
710,sec_781,3758,01,mp17,LC,-1
711,sec_782,2574,01,mp12,S,16
712,sec_783,559,01,mp7,P,70
713,sec_784,1854,01,mp8,SS,45
714,sec_786,3322,01,mp12,RO,12
715,sec_787,3014,01,mp18,F,30
716,sec_788,2609,01,mp165,JRL,20
717,sec_789,2790,01,mp148,C,20
718,sec_790,1083,06,mp19,K,-1
719,sec_791,1825,01,mp7,ED,-1
720,sec_792,3350,01,mp11,WB,15
721,sec_793,403,01,mp35,C,30
722,sec_794,3292,01,mp89,P,35
723,sec_795,2389,32,mp141,,2
724,sec_796,3028,01,mp45,SSA,30
725,sec_798,3248,01,mp17,CWAC,12
726,sec_800,1226,41,mp13,RY,30
727,sec_801,3215,01,mp84,LC,-1
728,sec_802,3257,01,mp166,PBPL,-1
729,sec_803,3740,01,mp8,STU,60
730,sec_805,3661,01,mp11,BSLC,100
731,sec_806,1711,01,mp6,C,18
732,sec_808,3310,01,mp43,WB,15
733,sec_809,2451,02,mp103,HC,-1
734,sec_811,3699,01,mp11,OR,10
735,sec_812,1891,01,mp6,C,20
736,sec_813,3116,01,mp15,SHFE,15
737,sec_814,1252,50,mp8,E,34
738,sec_815,2616,01,mp101,HM,20
739,sec_817,349,02,mp5,LC,19
740,sec_818,3060,01,mp11,,-1
741,sec_819,2870,01,mp167,CLSC,20
742,sec_820,42,01,mp18,HGS,95
743,sec_821,3040,01,mp53,HC,65
744,sec_822,2361,81,mp26,GC,65
745,sec_823,3653,01,mp5,ED,15
746,sec_824,2778,03,mp67,HC,65
747,sec_825,3260,01,mp15,LC,-1
748,sec_826,2399,01,mp13,WB,20
749,sec_827,2066,01,mp40,LC,-1
750,sec_828,3246,01,mp168,HC,65
751,sec_829,2987,01,mp3,SHFE,20
752,sec_830,2803,03,mp53,HC,65
753,sec_831,3124,01,mp17,JRL,18
754,sec_832,1144,01,mp12,P,-1
755,sec_833,1211,01,mp7,C,20
756,sec_834,2767,01,mp169,HGS,12
757,sec_835,3567,01,mp140,S,40
758,sec_836,1990,02,mp8,BG,17
759,sec_839,1223,55,mp62,STU,27
760,sec_840,3140,01,mp170,BH,-1
761,sec_841,3166,01,mp126,SS,20
762,sec_842,3578,01,mp31,S,20
763,sec_843,3692,01,mp7,SHFE,30
764,sec_844,817,01,mp135,BSLC,36
765,sec_845,3446,02,mp37,SSA,25
766,sec_846,2040,03,mp149,LC,-1
767,sec_847,1385,01,mp8,OR,15
768,sec_849,2429,01,mp171,HM,15
769,sec_850,2627,34,mp63,,2
770,sec_851,1065,14,mp35,P,-1
771,sec_852,3491,01,mp172,F,15
772,sec_853,2016,01,mp40,LC,-1
773,sec_854,2972,01,mp3,WB,15
774,sec_855,3647,01,mp18,HGS,95
775,sec_857,2317,01,mp20,KPTC,49
776,sec_858,3619,03,mp29,SSA,25
777,sec_859,3049,01,mp173,LC,18
778,sec_860,2815,01,mp35,RY,25
779,sec_861,2348,01,mp174,PSY,8
780,sec_862,2962,01,mp84,G,25
781,sec_863,3390,01,mp175,F,15
782,sec_864,700,01,mp105,HM,20
783,sec_865,499,01,mp35,CLSC,80
784,sec_866,3802,01,mp127,C,12
785,sec_867,2392,01,mp3,M,-1
786,sec_868,3732,01,mp35,WB,16
787,sec_869,3062,01,mp17,JRL,25
788,sec_870,3144,01,mp12,GSRP,20
789,sec_871,2811,01,mp35,F,18
790,sec_872,2975,33,mp82,,2
791,sec_873,3766,01,mp8,WB,20
792,sec_874,3226,01,mp17,WB,15
793,sec_875,2328,01,mp41,BH,50
794,sec_876,2363,01,mp16,LBQ,7
795,sec_877,2523,01,mp7,RO,60
796,sec_878,2636,01,mp176,BSLC,30
797,sec_879,3486,81,mp28,B455,65
798,sec_880,963,01,mp12,HM,12
799,sec_881,3608,01,mp43,G,25
800,sec_882,3517,01,mp177,LBQ,25
801,sec_883,3045,01,mp103,HC,65
802,sec_884,3052,01,mp178,HC,65
803,sec_885,2794,01,mp122,LC,-1
804,sec_886,3228,01,mp12,C,30
805,sec_887,2531,03,mp33,SSA,-1
806,sec_888,2620,01,mp160,SHFE,20
807,sec_889,2848,01,mp15,P,12
808,sec_890,3315,01,mp175,S,20
809,sec_891,2507,01,mp5,PBPL,40
810,sec_893,1219,42,mp13,SS,27
811,sec_894,3157,01,mp12,SS,40
812,sec_895,1222,43,mp13,RO,27
813,sec_896,2634,01,mp3,SHFE,15
814,sec_897,2976,01,mp7,SS,50
815,sec_898,3273,81,mp154,GC,65
816,sec_900,2960,02,mp51,HC,65
817,sec_901,3118,02,mp53,HC,65
818,sec_902,2646,01,mp134,PBPL,20
819,sec_905,491,01,mp5,SHFE,40
820,sec_906,1982,01,mp6,STU,60
821,sec_907,2446,01,mp57,LBQ,118
822,sec_908,414,01,mp62,CL,20
823,sec_909,2737,32,mp179,,1
824,sec_910,1071,10,mp35,C,-1
825,sec_911,3448,01,mp8,W,25
826,sec_912,3723,01,mp47,C,30
827,sec_913,2449,01,mp8,BSLC,-1
828,sec_914,108,01,mp7,CWAC,23
829,sec_915,3078,01,mp8,SHFE,-1
830,sec_916,3083,01,mp7,SS,35
831,sec_919,2561,01,mp77,PBPL,41
832,sec_921,2638,01,mp152,LBQ,18
833,sec_923,1368,01,mp5,OR,15
834,sec_924,2831,85,mp180,GC,65
835,sec_926,3429,01,mp3,S,20
836,sec_927,2434,01,mp51,HC,65
837,sec_928,667,01,mp6,CL,18
838,sec_929,277,01,mp7,K,50
839,sec_930,2612,01,mp74,LBQ,56
840,sec_931,2296,01,mp8,KPTC,169
841,sec_932,2292,01,mp60,KPTC,35
842,sec_933,129,01,mp7,CWAC,18
843,sec_934,2438,01,mp5,GO H,15
844,sec_935,3358,01,mp8,STU,50
845,sec_936,2537,01,mp7,F,18
846,sec_939,1819,06,mp119,K,19
847,sec_940,2346,01,mp12,RY,35
848,sec_941,2145,01,mp7,BSLC,20
849,sec_942,2888,02,mp67,HC,65
850,sec_943,3029,85,mp164,GC,65
851,sec_944,3638,01,mp11,SS,20
852,sec_945,2824,01,mp29,F,-1
853,sec_947,2662,01,mp7,C,20
854,sec_948,1223,34,mp7,E,27
855,sec_949,103,02,mp60,CWAC,18
856,sec_950,3664,01,mp7,SHFE,50
857,sec_951,3709,01,mp17,LC,15
858,sec_952,2302,AA,mp6,KPTC,51
859,sec_953,1071,07,mp24,C,-1
860,sec_954,3125,01,mp140,S,40
861,sec_955,2550,01,mp162,LBQ,15
862,sec_956,3823,01,mp181,S,20
863,sec_957,2398,01,mp140,BSLC,20
864,sec_958,439,01,mp182,SHFE,-1
865,sec_959,3005,01,mp17,LC,15
866,sec_960,3158,01,mp1,SHFE,20
867,sec_961,3135,34,mp183,MH,24
868,sec_962,2910,01,mp7,F,25
869,sec_963,935,02,mp35,GSRP,19
870,sec_964,2899,00,mp184,C,30
871,sec_965,2435,01,mp134,S,20
872,sec_966,447,01,mp62,CL,20
873,sec_967,2618,34,mp106,DCAM,3
874,sec_969,1550,01,mp89,P,35
875,sec_970,2445,01,mp15,CWAC,12
876,sec_971,2454,01,mp156,LBQ,118
877,sec_972,3364,85,mp164,GC,65
878,sec_973,587,02,mp5,GO H,17
879,sec_974,1258,51,mp62,E,35
880,sec_975,2491,01,mp69,JRL,20
881,sec_977,2722,85,mp95,GC,65
882,sec_978,2827,00,mp11,STU,60
883,sec_979,3147,01,mp185,GC,-1
884,sec_980,2456,01,mp25,BSLC,25
885,sec_981,2024,02,mp40,LC,-1
886,sec_982,1080,12,mp24,C,-1
887,sec_983,1223,45,mp186,K,27
888,sec_984,1226,20,mp5,RY,20
889,sec_985,1062,14,mp8,C,-1
890,sec_986,495,01,mp7,SS,104
891,sec_987,1230,49,mp13,RY,30
892,sec_988,1365,01,mp20,OR,15
893,sec_989,917,00,mp7,STU,60
894,sec_990,1071,04,mp12,C,-1
895,sec_991,3599,00,mp12,STU,40
896,sec_992,2448,08,mp7,PBPL,50
897,sec_993,587,01,mp7,GO H,17
898,sec_994,3056,00,mp61,C,38
899,sec_995,3072,01,mp15,P,20
900,sec_996,3377,01,mp12,C,25
901,sec_997,3118,04,mp103,HC,65
902,sec_998,2287,00,mp187,STU,30
903,sec_999,3152,01,mp11,BSLC,100
904,sec_1000,2876,01,mp175,WB,20
905,sec_1001,1238,31,mp20,E,30
906,sec_1002,3065,01,mp7,BSLC,20
907,sec_1003,3609,01,mp16,LBQ,25
908,sec_1004,2890,00,mp13,CLSC,108
909,sec_1005,3777,01,mp12,C,25
910,sec_1006,2603,07,mp188,SSA,-1
911,sec_1008,3504,02,mp103,HC,65
912,sec_1009,3478,01,mp156,LBQ,34
913,sec_1010,856,01,mp35,HGS,12
914,sec_1011,1621,00,mp61,C,38
915,sec_1012,2932,01,mp7,ED,-1
916,sec_1013,2394,01,mp15,CL,20
917,sec_1014,1246,51,mp62,SHFE,30
918,sec_1015,794,01,mp12,GSRP,20
919,sec_1016,1071,18,mp12,C,-1
920,sec_1017,3492,01,mp45,P,-1
921,sec_1018,1236,55,mp62,RO,30
922,sec_1019,2983,01,mp1,SHFE,20
923,sec_1020,3616,01,mp152,LBQ,20
924,sec_1021,3185,01,mp12,C,20
925,sec_1022,2903,01,mp7,SS,35
926,sec_1023,3579,01,mp12,ERC,20
927,sec_1024,2902,03,mp189,LBQ,34
928,sec_1025,2812,01,mp35,RO,25
929,sec_1026,2460,01,mp15,F,-1
930,sec_1027,3726,01,mp5,ED,15
931,sec_1028,2603,02,mp188,SSA,-1
932,sec_1029,1888,01,mp44,C,20
933,sec_1030,366,09,mp5,C,19
934,sec_1031,3426,01,mp140,SHFE,30
935,sec_1032,3643,01,mp8,K,40
936,sec_1033,260,01,mp13,K,66
937,sec_1035,1655,01,mp8,HM,18
938,sec_1036,2648,01,mp64,SHFE,40
939,sec_1037,2135,00,mp5,BSLC,72
940,sec_1038,1976,01,mp11,K,160
941,sec_1039,28,01,mp35,P,20
942,sec_1040,911,01,mp11,STU,75
943,sec_1041,2660,01,mp33,PBPL,-1
944,sec_1042,2540,01,mp5,TTI,38
945,sec_1043,3331,01,mp143,SSA,30
946,sec_1044,3272,01,mp11,C,-1
947,sec_1045,3452,01,mp5,SHFE,30
948,sec_1046,664,02,mp107,C,18
949,sec_1047,2384,01,mp190,SHFE,30
950,sec_1048,2126,BB,mp20,CLSC,120
951,sec_1049,3146,01,mp35,HM,14
952,sec_1050,2968,01,mp12,SS,40
953,sec_1051,3102,01,mp12,PSY,20
954,sec_1052,3051,01,mp12,SS,40
955,sec_1053,1071,02,mp7,CL,-1
956,sec_1054,2840,01,mp134,WB,15
957,sec_1055,2770,01,mp6,HM,20
958,sec_1056,3320,01,mp7,C,20
959,sec_1058,2503,02,mp156,LBQ,103
960,sec_1059,2531,06,mp45,SSA,-1
961,sec_1060,2408,01,mp29,P,15
962,sec_1061,1152,01,mp7,P,70
963,sec_1062,3330,01,mp24,BH,50
964,sec_1063,1969,01,mp20,E,70
965,sec_1064,3702,00,mp8,SS,38
966,sec_1066,3222,01,mp191,SHFE,-1
967,sec_1067,2332,85,mp95,GC,65
968,sec_1068,2733,01,mp5,BSLC,-1
969,sec_1069,3105,01,mp134,M,-1
970,sec_1070,3438,01,mp147,RY,45
971,sec_1071,471,01,mp6,HM,20
972,sec_1073,2912,04,mp15,SSA,25
973,sec_1074,2817,02,mp51,HC,65
974,sec_1075,3038,01,mp8,BSLC,20
975,sec_1076,3337,01,mp29,SS,25
976,sec_1077,2410,02,mp45,SSA,40
977,sec_1078,131,01,mp5,CWAC,18
978,sec_1079,3830,01,mp5,K,66
979,sec_1080,1065,06,mp35,C,-1
980,sec_1081,1122,03,mp65,HM,13
981,sec_1082,237,00,mp44,K,60
982,sec_1083,1375,01,mp192,C,15
983,sec_1084,2885,01,mp3,SS,35
984,sec_1085,2926,01,mp20,C,18
985,sec_1086,2731,01,mp193,S,40
986,sec_1088,3197,01,mp11,WB,15
987,sec_1089,149,01,mp194,CWAC,18
988,sec_1091,2869,01,mp12,CL,20
989,sec_1092,2778,04,mp103,HC,65
990,sec_1093,2742,01,mp5,HM,-1
991,sec_1094,2693,01,mp175,F,15
992,sec_1095,3296,01,mp12,HM,55
993,sec_1096,250,01,mp6,K,174
994,sec_1097,3338,01,mp36,HC,19
995,sec_1098,1068,09,mp35,WB,-1
996,sec_1099,2354,01,mp54,C,40
997,sec_1100,1262,50,mp8,E,30
998,sec_1101,2776,01,mp35,HGS,12
999,sec_1102,2241,01,mp8,BSLC,20
1000,sec_1104,3282,01,mp12,GSRP,20
1001,sec_1105,2671,34,mp81,,1
1002,sec_1106,2754,01,mp35,RO,20
1003,sec_1107,2532,01,mp15,LC,20
1004,sec_1109,676,01,mp5,PBPL,18
1005,sec_1110,2372,81,mp26,GC,65
1006,sec_1111,2994,81,mp154,GC,65
1007,sec_1112,2872,01,mp23,F,20
1008,sec_1113,2185,01,mp60,EBC,25
1009,sec_1114,407,01,mp7,RO,19
1010,sec_1115,2563,01,mp12,HM,12
1011,sec_1116,3482,01,mp195,CHAP,40
1012,sec_1117,614,02,mp13,STU,65
1013,sec_1118,3249,01,mp4,OR,20
1014,sec_1119,3679,01,mp73,LC,-1
1015,sec_1120,2535,01,mp196,CLSC,20
1016,sec_1121,1507,01,mp7,C,15
1017,sec_1122,2809,01,mp3,SSA,25
1018,sec_1123,2126,AA,mp6,CLSC,120
1019,sec_1124,1785,01,mp62,C,25
1020,sec_1125,2482,01,mp5,E,-1
1021,sec_1126,869,01,mp8,C,18
1022,sec_1127,366,10,mp7,C,19
1023,sec_1128,3810,01,mp35,PBPL,40
1024,sec_1129,349,01,mp7,E,19
1025,sec_1130,2896,01,mp118,B455,40
1026,sec_1131,1394,01,mp6,HM,20
1027,sec_1132,2041,01,mp153,LC,-1
1028,sec_1133,3397,01,mp194,LC,-1
1029,sec_1134,1972,01,mp12,E,90
1030,sec_1135,2124,00,mp6,BSLC,40
1031,sec_1136,3369,01,mp35,GO H,15
1032,sec_1137,173,01,mp86,PSY,25
1033,sec_1138,3345,00,mp184,C,30
1034,sec_1139,1080,05,mp11,C,-1
1035,sec_1140,3235,01,mp29,S,16
1036,sec_1141,3363,01,mp40,ED,15
1037,sec_1142,740,01,mp35,WB,16
1038,sec_1143,2791,34,mp106,DCAM,4
1039,sec_1144,3092,01,mp134,W,15
1040,sec_1145,901,01,mp12,W,15
1041,sec_1146,622,01,mp12,RY,-1
1042,sec_1148,3091,81,mp75,GC,65
1043,sec_1149,3153,01,mp12,E,30
1044,sec_1150,2557,01,mp19,SS,15
1045,sec_1151,3639,01,mp175,PSY,-1
1046,sec_1152,1599,01,mp140,S,70
1047,sec_1153,630,01,mp8,RY,78
1048,sec_1154,3719,01,mp197,HC,65
1049,sec_1156,602,00,mp12,BSLC,20
1050,sec_1157,3407,01,mp175,WB,20
1051,sec_1158,360,01,mp8,HM,80
1052,sec_1159,2859,01,mp7,S,70
1053,sec_1160,2833,01,mp37,WB,20
1054,sec_1161,1714,02,mp13,C,18
1055,sec_1162,2677,01,mp8,C,30
1056,sec_1163,2771,01,mp177,LBQ,20
1057,sec_1164,1683,02,mp13,C,18
1058,sec_1165,1453,01,mp12,OR,20
1059,sec_1166,3445,01,mp7,TTI,38
1060,sec_1167,2565,01,mp198,HC,65
1061,sec_1168,2853,01,mp87,WB,30
1062,sec_1169,3814,01,mp7,SS,50
1063,sec_1170,3356,01,mp29,WB,15
1064,sec_1171,3212,01,mp199,ERC,20
1065,sec_1172,3668,01,mp17,LC,15
1066,sec_1173,3630,01,mp8,BSLC,-1
1067,sec_1174,2862,01,mp178,HC,-1
1068,sec_1175,10,01,mp18,RO,40
1069,sec_1176,471,02,mp20,CL,20
1070,sec_1177,2451,01,mp51,HC,65
1071,sec_1178,120,01,mp11,CWAC,16
1072,sec_1179,2132,00,mp13,BSLC,45
1073,sec_1180,2283,00,mp12,KPTC,64
1074,sec_1182,163,01,mp5,HGS,80
1075,sec_1183,1696,02,mp13,C,18
1076,sec_1184,2692,01,mp74,LBQ,34
1077,sec_1185,3186,01,mp160,SHFE,20
1078,sec_1186,2735,01,mp7,PSY,-1
1079,sec_1187,3465,01,mp140,PBPL,40
1080,sec_1188,2100,00,mp13,CLSC,108
1081,sec_1189,1148,01,mp54,C,40
1082,sec_1190,2787,02,mp67,HC,65
1083,sec_1191,3800,81,mp85,B455,40
1084,sec_1193,2956,34,mp131,,1
1085,sec_1194,1065,01,mp5,WB,-1
1086,sec_1195,3637,01,mp7,S,25
1087,sec_1197,1974,03,mp13,E,50
1088,sec_1198,2439,33,mp94,,2
1089,sec_1199,373,04,mp12,C,19
1090,sec_1200,2887,01,mp120,C,18
1091,sec_1201,3632,01,mp200,HC,40
1092,sec_1202,3101,01,mp12,WB,20
1093,sec_1203,3314,01,mp12,SS,40
1094,sec_1205,3167,01,mp23,F,20
1095,sec_1206,3030,01,mp201,GC,-1
1096,sec_1207,1717,01,mp68,C,18
1097,sec_1208,2734,01,mp12,PBPL,30
1098,sec_1209,2410,01,mp45,SSA,40
1099,sec_1210,2597,01,mp73,SHFE,15
1100,sec_1212,2585,85,mp95,GC,65
1101,sec_1213,3460,01,mp7,RO,12
1102,sec_1214,2841,01,mp95,GC,25
1103,sec_1215,1083,03,mp19,K,-1
1104,sec_1216,2685,01,mp15,CL,20
1105,sec_1217,3571,01,mp16,LBQ,7
1106,sec_1218,898,02,mp8,SHFE,15
1107,sec_1219,3097,01,mp8,C,30
1108,sec_1220,934,01,mp7,E,19
1109,sec_1221,2716,01,mp89,P,35
1110,sec_1222,3509,01,mp144,Y,25
1111,sec_1223,3143,01,mp17,H,30
1112,sec_1224,595,01,mp7,SS,50
1113,sec_1225,3687,01,mp90,RO,12
1114,sec_1226,3576,00,mp12,BSLC,20
1115,sec_1227,2439,36,mp94,,2
1116,sec_1228,2791,32,mp106,DCAM,4
1117,sec_1229,1116,02,mp8,SHFE,15
1118,sec_1230,3720,01,mp162,LBQ,20
1119,sec_1231,2952,01,mp36,HC,65
1120,sec_1232,3498,01,mp12,GSRP,20
1121,sec_1233,3676,01,mp17,LC,15
1122,sec_1234,1921,01,mp8,S,20
1123,sec_1235,3251,01,mp1,JRL,15
1124,sec_1236,1231,56,mp8,E,30
1125,sec_1237,3032,30,mp82,,1
1126,sec_1238,3523,01,mp84,RO,17
1127,sec_1239,3031,01,mp140,S,70
1128,sec_1240,275,01,mp6,K,50
1129,sec_1241,2439,30,mp94,,1
1130,sec_1242,1226,31,mp20,RY,30
1131,sec_1243,2832,01,mp185,GC,-1
1132,sec_1244,2780,01,mp7,WB,18
1133,sec_1245,2325,01,mp11,RY,10
1134,sec_1246,1231,32,mp7,E,30
1135,sec_1247,1484,01,mp3,SS,35
1136,sec_1248,2652,01,mp29,P,15
1137,sec_1249,2452,01,mp47,STU,75
1138,sec_1250,3551,01,mp202,SHFE,-1
1139,sec_1251,1990,01,mp7,BG,17
1140,sec_1252,2877,01,mp8,RO,12
1141,sec_1253,3710,01,mp102,SSA,30
1142,sec_1254,1546,01,mp8,SS,150
1143,sec_1255,2965,01,mp31,S,20
1144,sec_1256,1986,01,mp68,E,20
1145,sec_1257,2529,01,mp7,HM,20
1146,sec_1258,2364,01,mp64,CWAC,16
1147,sec_1260,3717,01,mp129,PBPL,30
1148,sec_1261,2970,01,mp8,BSLC,20
1149,sec_1262,1639,01,mp20,C,18
1150,sec_1264,2589,01,mp4,OR,20
1151,sec_1265,3016,01,mp203,SHFE,-1
1152,sec_1266,720,01,mp12,WB,20
1153,sec_1267,1592,01,mp12,C,35
1154,sec_1268,2443,01,mp8,BSLC,20
1155,sec_1269,2916,01,mp98,KCBD,50
1156,sec_1270,3118,06,mp10,HC,65
1157,sec_1271,2004,01,mp33,LC,12
1158,sec_1272,3444,01,mp8,C,30
1159,sec_1273,3813,01,mp35,PBPL,40
1160,sec_1274,2562,01,mp8,K,150
1161,sec_1275,988,01,mp12,SS,40
1162,sec_1276,2344,01,mp122,LC,-1
1163,sec_1277,2945,01,mp185,,5
1164,sec_1278,2886,01,mp7,C,25
1165,sec_1279,2803,01,mp53,HC,65
1166,sec_1280,38,01,mp7,SS,20
1167,sec_1281,3736,01,mp33,PBPL,-1
1168,sec_1282,1223,25,mp6,SS,27
1169,sec_1283,2457,02,mp103,HC,65
1170,sec_1284,692,01,mp7,WB,18
1171,sec_1285,2040,01,mp76,LC,-1
1172,sec_1286,3385,01,mp12,S,16
1173,sec_1287,3490,81,mp75,GC,65
1174,sec_1288,2492,01,mp5,CL,25
1175,sec_1289,1168,01,mp84,P,-1
1176,sec_1290,2539,01,mp200,HC,40
1177,sec_1291,2462,01,mp90,M,-1
1178,sec_1292,103,03,mp204,CWAC,18
1179,sec_1294,884,01,mp20,WB,20
1180,sec_1297,3751,01,mp154,GC,20
1181,sec_1298,2393,02,mp5,PBPL,-1
1182,sec_1299,3279,01,mp68,E,25
1183,sec_1300,2688,01,mp77,RO,12
1184,sec_1301,1518,01,mp11,C,-1
1185,sec_1302,3619,02,mp3,SSA,-1
1186,sec_1303,3626,01,mp7,BSLC,20
1187,sec_1304,3242,01,mp29,SSA,25
1188,sec_1305,235,01,mp20,K,286
1189,sec_1306,2922,01,mp39,LBQ,20
1190,sec_1307,2090,01,mp5,BSLC,40
1191,sec_1308,3301,01,mp205,CH,-1
1192,sec_1309,3050,02,mp57,LBQ,85
1193,sec_1310,3511,01,mp15,LC,-1
1194,sec_1311,3488,01,mp136,LBQ,56
1195,sec_1312,1226,51,mp62,RY,30
1196,sec_1313,3562,01,mp11,C,30
1197,sec_1314,2816,01,mp3,GO H,-1
1198,sec_1315,2648,04,mp35,SHFE,40
1199,sec_1316,3039,01,mp120,C,18
1200,sec_1317,1065,02,mp7,Y,-1
1201,sec_1318,2457,04,mp8,HC,-1
1202,sec_1320,102,01,mp104,H,15
1203,sec_1321,3593,01,mp7,CWAC,12
1204,sec_1322,801,01,mp15,JRL,14
1205,sec_1323,979,01,mp43,WB,15
1206,sec_1324,1885,01,mp206,SS,-1
1207,sec_1325,103,01,mp11,CWAC,18
1208,sec_1326,2345,01,mp51,CHAP,-1
1209,sec_1327,2365,02,mp103,HC,55
1210,sec_1328,1960,01,mp62,C,10
1211,sec_1329,3479,01,mp143,SSA,25
1212,sec_1330,3035,01,mp8,SS,45
1213,sec_1331,373,03,mp7,SS,19
1214,sec_1332,3309,01,mp90,S,20
1215,sec_1333,1624,01,mp18,F,30
1216,sec_1334,611,02,mp68,KPTC,64
1217,sec_1335,3550,81,mp75,GC,65
1218,sec_1337,3495,01,mp8,BSLC,-1
1219,sec_1338,3769,01,mp10,HC,36
1220,sec_1339,1482,00,mp24,HM,66
1221,sec_1340,3388,01,mp134,JRL,15
1222,sec_1341,2607,85,mp95,GC,55
1223,sec_1342,3657,01,mp207,H,20
1224,sec_1344,2588,01,mp20,K,25
1225,sec_1346,3383,01,mp8,C,30
1226,sec_1347,3013,01,mp175,S,20
1227,sec_1348,1068,10,mp35,C,-1
1228,sec_1350,2395,01,mp29,WB,15
1229,sec_1351,1087,01,mp20,PBPL,7
1230,sec_1352,775,01,mp175,S,20
1231,sec_1353,2476,01,mp5,GO H,15
1232,sec_1354,3239,01,mp152,LBQ,20
1233,sec_1355,2845,01,mp35,S,25
1234,sec_1356,613,01,mp68,RY,-1
1235,sec_1357,2183,01,mp12,BSLC,30
1236,sec_1359,158,01,mp199,KPTC,25
1237,sec_1360,3549,01,mp162,LBQ,20
1238,sec_1361,3413,01,mp35,W,15
1239,sec_1362,1062,12,mp12,SHFE,-1
1240,sec_1363,1647,02,mp20,C,18
1241,sec_1364,2340,82,mp26,GC,65
1242,sec_1365,1179,01,mp8,F,20
1243,sec_1366,2335,01,mp12,E,25
1244,sec_1367,2974,01,mp5,S,20
1245,sec_1368,2649,01,mp11,SS,20
1246,sec_1369,2400,01,mp33,SSA,40
1247,sec_1371,2900,01,mp103,HC,65
1248,sec_1372,3450,00,mp12,CLSC,56
1249,sec_1373,3744,01,mp15,WB,20
1250,sec_1374,3255,01,mp39,LBQ,30
1251,sec_1375,3743,01,mp79,H,30
1252,sec_1377,1226,50,mp8,RY,20
1253,sec_1378,1598,01,mp7,S,70
1254,sec_1379,142,01,mp7,CWAC,12
1255,sec_1380,1399,01,mp20,OR,20
1256,sec_1381,3305,01,mp165,JRL,20
1257,sec_1382,2379,01,mp16,LBQ,20
1258,sec_1384,3682,01,mp77,SS,15
1259,sec_1385,3323,01,mp208,BPSB,-1
1260,sec_1386,1560,01,mp35,K,170
1261,sec_1387,2559,01,mp29,JRL,15
1262,sec_1388,697,01,mp105,C,20
1263,sec_1389,2114,01,mp7,BSLC,50
1264,sec_1390,643,01,mp13,RY,-1
1265,sec_1391,2641,01,mp7,PBPL,30
1266,sec_1392,1849,01,mp7,P,35
1267,sec_1393,2542,01,mp12,CLSC,75
1268,sec_1394,664,01,mp105,C,18
1269,sec_1395,2706,01,mp67,CHAP,-1
1270,sec_1396,1696,01,mp20,C,18
1271,sec_1397,832,01,mp7,HGS,18
1272,sec_1398,2935,82,mp28,GC,55
1273,sec_1400,3036,01,mp1,SSA,30
1274,sec_1401,2861,01,mp209,HC,55
1275,sec_1402,1077,10,mp7,RO,-1
1276,sec_1403,2512,01,mp210,LBQ,25
1277,sec_1404,2430,01,mp18,F,30
1278,sec_1405,2998,02,mp140,PBPL,-1
1279,sec_1406,2327,01,mp127,C,12
1280,sec_1407,1023,01,mp35,BSLC,-1
1281,sec_1408,898,01,mp11,WB,15
1282,sec_1409,1062,15,mp12,C,-1
